epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5978906154632568,0.636835515499115,0.0010000000474974513,0.9240639209747314,0.6011391282081604,0.5780907869338989,0.6003124713897705,0.6742790341377258,0.8775517344474792,0.5733274221420288,0.8037267327308655
1,0.6623437404632568,0.7121374607086182,0.0010000000474974513,0.8307570815086365,0.6787072420120239,0.6145539879798889,0.6678125262260437,0.7305172681808472,0.8029130697250366,0.6520289182662964,0.7285714149475098
2,0.6964062452316284,0.7558096051216125,0.0010000000474974513,0.7544569969177246,0.708042562007904,0.666823148727417,0.7128124833106995,0.7710024118423462,0.7222657799720764,0.6876697540283203,0.7863354086875916
3,0.7254687547683716,0.791581928730011,0.0010000000474974513,0.6876242756843567,0.7354289293289185,0.7029734253883362,0.5256249904632568,0.7609645128250122,0.986301600933075,0.8898305296897888,0.06521739065647125
4,0.7392187714576721,0.8128851652145386,0.0010000000474974513,0.6443004012107849,0.7427616715431213,0.7306729555130005,0.5862500071525574,0.6875786185264587,0.9962781667709351,0.5553405284881592,0.8913043737411499
5,0.7642187476158142,0.839926540851593,0.0010000000474974513,0.596936047077179,0.7698463797569275,0.7527386546134949,0.6143749952316284,0.8296210765838623,0.9709545373916626,0.5685130953788757,0.9689440727233887
6,0.7848437428474426,0.8574647307395935,0.0010000000474974513,0.5675385594367981,0.7893982529640198,0.7760563492774963,0.6818749904632568,0.7916229367256165,0.6921594142913818,0.8592233061790466,0.4397515654563904
7,0.8032031059265137,0.8802762031555176,0.0010000000474974513,0.5281544327735901,0.8053320646286011,0.798904538154602,0.7165625095367432,0.8593600392341614,0.7177854776382446,0.6528925895690918,0.9322981238365173
8,0.8257031440734863,0.8997496366500854,0.0010000000474974513,0.4956941306591034,0.827325701713562,0.8225352168083191,0.7068750262260437,0.8910567164421082,0.7787742018699646,0.9552845358848572,0.4378882050514221
9,0.8361718654632568,0.9134076237678528,0.0010000000474974513,0.4712083041667938,0.8348151445388794,0.8375586867332458,0.71875,0.7988519072532654,0.6843373775482178,0.688829779624939,0.804347813129425
10,0.8515625,0.9221851825714111,0.0010000000474974513,0.45308682322502136,0.8480620384216309,0.8560250401496887,0.7362499833106995,0.9025956392288208,0.7608373761177063,0.6636751890182495,0.9645962715148926
11,0.8603906035423279,0.9357516169548035,0.0010000000474974513,0.42193225026130676,0.861359715461731,0.8585289716720581,0.8290625214576721,0.9275749325752258,0.4977099895477295,0.7738279104232788,0.9329192638397217
12,0.8719531297683716,0.9408873915672302,0.0010000000474974513,0.4102497100830078,0.8715782761573792,0.8719874620437622,0.7621874809265137,0.9314329028129578,0.6915972232818604,0.6852902770042419,0.9751552939414978
13,0.8801562786102295,0.9481235146522522,0.0010000000474974513,0.38984572887420654,0.8794935941696167,0.8805946707725525,0.8190624713897705,0.9325118064880371,0.4829041659832001,0.9478713870048523,0.6776397228240967
14,0.8885937333106995,0.9560055136680603,0.0010000000474974513,0.367404580116272,0.8875702619552612,0.8895148634910583,0.7131249904632568,0.9279992580413818,0.7058393955230713,0.970108687877655,0.4434782564640045
15,0.8909375071525574,0.9590050578117371,0.0010000000474974513,0.36005282402038574,0.8861738443374634,0.8967136144638062,0.7434375286102295,0.960970938205719,0.6959632635116577,0.6636250615119934,0.9937888383865356
16,0.8994531035423279,0.9634138345718384,0.0010000000474974513,0.34589073061943054,0.8955200910568237,0.9040688872337341,0.7043750286102295,0.960486114025116,0.8400919437408447,0.6302982568740845,0.9975154995918274
17,0.8982812762260437,0.9630927443504333,0.0010000000474974513,0.3460392653942108,0.889348030090332,0.9093896746635437,0.8115624785423279,0.9631491899490356,0.5117784738540649,0.731281578540802,0.9888198971748352
18,0.9092968702316284,0.9689062833786011,0.0010000000474974513,0.3267221450805664,0.9054117202758789,0.9137715101242065,0.8921874761581421,0.9648131132125854,0.34034520387649536,0.8911564350128174,0.8950310349464417
19,0.9135937690734863,0.9709081053733826,0.0010000000474974513,0.3176156282424927,0.9070878028869629,0.9212832450866699,0.9140625,0.9748992323875427,0.31916144490242004,0.9232720136642456,0.904347836971283
20,0.909375011920929,0.970478892326355,0.0010000000474974513,0.32062628865242004,0.910003125667572,0.9082942008972168,0.8706250190734863,0.9721378087997437,0.4140186607837677,0.8038617968559265,0.9826086759567261
21,0.9138281345367432,0.972461998462677,0.0010000000474974513,0.31273818016052246,0.9125955700874329,0.9150234460830688,0.8946874737739563,0.9747098684310913,0.3435921370983124,0.848767101764679,0.9621118307113647
22,0.9189843535423279,0.9753165245056152,0.0010000000474974513,0.30080097913742065,0.9146398305892944,0.9239436388015747,0.8868749737739563,0.9790074825286865,0.3845704197883606,0.824999988079071,0.9838509559631348
23,0.9221093654632568,0.9758208394050598,0.0010000000474974513,0.29894205927848816,0.9213939905166626,0.9226917028427124,0.8453124761581421,0.957398533821106,0.5286269783973694,0.7761268019676208,0.9732919335365295
24,0.9239062666893005,0.977454423904419,0.0010000000474974513,0.2913314700126648,0.9198449850082397,0.9284819960594177,0.8746874928474426,0.9619008898735046,0.3918231725692749,0.8255250453948975,0.9521738886833191
25,0.9369531273841858,0.9844920635223389,0.0005000000237487257,0.25485408306121826,0.9344747066497803,0.9395931363105774,0.9415624737739563,0.9888135194778442,0.2346331626176834,0.929909348487854,0.9559006094932556
26,0.9409375190734863,0.9865943193435669,0.0005000000237487257,0.23949775099754333,0.9390586018562317,0.9428794980049133,0.9446874856948853,0.9882305860519409,0.23213189840316772,0.9414663910865784,0.9490683078765869
27,0.9444531202316284,0.9879935383796692,0.0005000000237487257,0.22908802330493927,0.9416705369949341,0.9474178552627563,0.9237499833106995,0.9839051961898804,0.27213966846466064,0.893433153629303,0.9633540511131287
28,0.9457812309265137,0.9876832365989685,0.0005000000237487257,0.22935259342193604,0.9431995153427124,0.9485133290290833,0.9453125,0.989098072052002,0.2215690016746521,0.9383017420768738,0.9540372490882874
29,0.948046863079071,0.9890497922897339,0.0005000000237487257,0.22026990354061127,0.9463589787483215,0.9497652649879456,0.9434375166893005,0.9887878894805908,0.22480861842632294,0.9407773017883301,0.9472049474716187
30,0.9467187523841858,0.9886021614074707,0.0005000000237487257,0.2212318480014801,0.9428926110267639,0.9508607387542725,0.9049999713897705,0.9832116365432739,0.304013729095459,0.9718208312988281,0.8354037404060364
31,0.9533593654632568,0.9905626773834229,0.0005000000237487257,0.2065727859735489,0.9515198469161987,0.9552425742149353,0.9393749833106995,0.9902459383010864,0.22633230686187744,0.9140350818634033,0.9708074331283569
32,0.9509375095367432,0.9896984100341797,0.0005000000237487257,0.2126055508852005,0.9474992156028748,0.9546166062355042,0.9053124785423279,0.9888768792152405,0.30827850103378296,0.9858735799789429,0.8236024975776672
33,0.951171875,0.9906367063522339,0.0005000000237487257,0.20656545460224152,0.9450362920761108,0.9579029679298401,0.8931249976158142,0.9823548197746277,0.3293917775154114,0.8308976888656616,0.9888198971748352
34,0.9588281512260437,0.9930986762046814,0.0002500000118743628,0.1868726909160614,0.956122636795044,0.9616588354110718,0.9393749833106995,0.9896982908248901,0.23906821012496948,0.972000002861023,0.9055900573730469
35,0.9632812738418579,0.9936426281929016,0.0002500000118743628,0.17947061359882355,0.9567901492118835,0.9702660441398621,0.9359375238418579,0.990889847278595,0.23945719003677368,0.9788684248924255,0.8919254541397095
36,0.9639062285423279,0.9944525361061096,0.0002500000118743628,0.17310737073421478,0.9595348834991455,0.968544602394104,0.9528124928474426,0.9924982190132141,0.198271706700325,0.9733939170837402,0.9316770434379578
37,0.9653124809265137,0.9942350387573242,0.0002500000118743628,0.17296142876148224,0.9616459608078003,0.9691705703735352,0.9565625190734863,0.9925578832626343,0.18836677074432373,0.9460278749465942,0.9689440727233887
38,0.9662500023841858,0.9947351813316345,0.0002500000118743628,0.16813300549983978,0.9634411931037903,0.9691705703735352,0.9403125047683716,0.9904682636260986,0.2262529879808426,0.9758551120758057,0.9037266969680786
39,0.96875,0.9953235983848572,0.0002500000118743628,0.1626584678888321,0.967968761920929,0.9694835543632507,0.9306250214576721,0.9912374019622803,0.25795623660087585,0.8855555653572083,0.9900621175765991
40,0.9674999713897705,0.9958539605140686,0.0002500000118743628,0.15849770605564117,0.966427206993103,0.968544602394104,0.9462500214576721,0.9902315735816956,0.20870649814605713,0.9585459232330322,0.9335403442382812
41,0.9689062237739563,0.9952795505523682,0.0002500000118743628,0.15838871896266937,0.9669576287269592,0.9708920121192932,0.9521874785423279,0.991098940372467,0.19871528446674347,0.9590421915054321,0.9453415870666504
42,0.9685156345367432,0.9954224228858948,0.0002500000118743628,0.1573965698480606,0.9676613211631775,0.9693270921707153,0.9462500214576721,0.989329993724823,0.21438303589820862,0.9244391918182373,0.9726707935333252
43,0.9761718511581421,0.9970539212226868,0.0001250000059371814,0.14016036689281464,0.9748712182044983,0.9774647951126099,0.9540625214576721,0.992253839969635,0.1945653110742569,0.972240149974823,0.9354037046432495
44,0.9760156273841858,0.996903121471405,0.0001250000059371814,0.14109443128108978,0.9753086566925049,0.9766823053359985,0.9574999809265137,0.9919025897979736,0.19032661616802216,0.9418465495109558,0.9757763743400574
45,0.9771093726158142,0.9977236986160278,0.0001250000059371814,0.13224631547927856,0.9744747281074524,0.9798122048377991,0.9568750262260437,0.9914770722389221,0.1899709701538086,0.9439083337783813,0.9720497131347656
46,0.9771875143051147,0.9973048567771912,0.0001250000059371814,0.13537493348121643,0.9747742414474487,0.9796556830406189,0.953125,0.990705668926239,0.20385687053203583,0.9371257424354553,0.9720497131347656
47,0.9770312309265137,0.9975000619888306,0.0001250000059371814,0.13373339176177979,0.9769952893257141,0.9769952893257141,0.9528124928474426,0.991419792175293,0.20582731068134308,0.9303835034370422,0.9795030951499939
48,0.9814062714576721,0.9983009696006775,6.25000029685907e-05,0.12223135679960251,0.9809255599975586,0.9818466305732727,0.9593750238418579,0.9925824999809265,0.18152746558189392,0.9573547840118408,0.9621118307113647
49,0.9808593988418579,0.9979413151741028,6.25000029685907e-05,0.12406138330698013,0.9810552597045898,0.9805946946144104,0.9537500143051147,0.9918797612190247,0.1880776584148407,0.957446813583374,0.9503105878829956
50,0.98046875,0.9980832934379578,6.25000029685907e-05,0.12368293851613998,0.9792382121086121,0.9816901683807373,0.9518749713897705,0.9914017915725708,0.1911359429359436,0.9555694460868835,0.9484472274780273
51,0.9835156202316284,0.9985239505767822,6.25000029685907e-05,0.11805851012468338,0.982809841632843,0.9841940402984619,0.9478124976158142,0.9895339608192444,0.21171699464321136,0.9645846486091614,0.9304347634315491
52,0.979296863079071,0.9978508949279785,6.25000029685907e-05,0.12608280777931213,0.9791894555091858,0.9793426990509033,0.9543750286102295,0.9935469627380371,0.18704338371753693,0.9722580909729004,0.9360248446464539
53,0.9818750023841858,0.9982842803001404,6.25000029685907e-05,0.11897369474172592,0.9809434413909912,0.9827855825424194,0.9584375023841858,0.9929962754249573,0.17794132232666016,0.9561457633972168,0.9614906907081604
54,0.9840624928474426,0.9989832639694214,6.25000029685907e-05,0.11191923916339874,0.9837347269058228,0.9843505620956421,0.9574999809265137,0.9918846487998962,0.19720184803009033,0.9445114731788635,0.9726707935333252
55,0.9842968583106995,0.9980854988098145,6.25000029685907e-05,0.11672805994749069,0.9831381440162659,0.985446035861969,0.9571874737739563,0.9906080365180969,0.19793689250946045,0.9634990692138672,0.9509316682815552
56,0.9827343821525574,0.9982240200042725,6.25000029685907e-05,0.11805111169815063,0.9826318025588989,0.9827855825424194,0.9543750286102295,0.9916712641716003,0.1895395815372467,0.9557907581329346,0.9534161686897278
57,0.9849218726158142,0.9986599087715149,6.25000029685907e-05,0.11259882152080536,0.9848223924636841,0.9849765300750732,0.9549999833106995,0.9911216497421265,0.19694696366786957,0.9442424178123474,0.9677018523216248
58,0.9837499856948853,0.9983940720558167,6.25000029685907e-05,0.11463015526533127,0.9832708239555359,0.9841940402984619,0.9568750262260437,0.9898687601089478,0.19961950182914734,0.9628930687904358,0.9509316682815552
59,0.9854687452316284,0.9987067580223083,3.125000148429535e-05,0.11119403690099716,0.9862068891525269,0.9846635460853577,0.9559375047683716,0.9921342730522156,0.18773610889911652,0.9610797166824341,0.9509316682815552
60,0.9857812523841858,0.9986172318458557,3.125000148429535e-05,0.11094748228788376,0.9848484992980957,0.9866979718208313,0.9599999785423279,0.9922179579734802,0.18471655249595642,0.9608209133148193,0.9596273303031921
61,0.9860156178474426,0.9990018010139465,3.125000148429535e-05,0.1074962168931961,0.9850070476531982,0.9870109558105469,0.9518749713897705,0.9914641380310059,0.19720733165740967,0.9660691618919373,0.9372670650482178
62,0.9852343797683716,0.9989832639694214,3.125000148429535e-05,0.10748126357793808,0.9839238524436951,0.9865414500236511,0.9574999809265137,0.9913873672485352,0.19113962352275848,0.9583333134651184,0.9571428298950195
63,0.9864843487739563,0.999113142490387,3.125000148429535e-05,0.10479287803173065,0.9869967103004456,0.98591548204422,0.9553124904632568,0.9913451671600342,0.1950424611568451,0.9553072452545166,0.9559006094932556
64,0.9860937595367432,0.9989369511604309,1.5625000742147677e-05,0.1067737489938736,0.9851608872413635,0.9870109558105469,0.9546874761581421,0.9918612837791443,0.19334542751312256,0.9518815279006958,0.9583851099014282
65,0.9888281226158142,0.9991415739059448,1.5625000742147677e-05,0.10137451440095901,0.9882757663726807,0.9893583655357361,0.9556249976158142,0.9911842942237854,0.19670988619327545,0.9639696478843689,0.9472049474716187
