epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5978906154632568,0.636835515499115,0.0010000000474974,0.9240639209747314,0.6011391282081604,0.5780907869338989,0.6003124713897705,0.6742790341377258,0.8775517344474792,0.5733274221420288,0.8037267327308655
1,0.6623437404632568,0.7121374607086182,0.0010000000474974,0.8307570815086365,0.6787072420120239,0.6145539879798889,0.6678125262260437,0.7305172681808472,0.8029130697250366,0.6520289182662964,0.7285714149475098
2,0.6964062452316284,0.7558096051216125,0.0010000000474974,0.7544569969177246,0.708042562007904,0.666823148727417,0.7128124833106995,0.7710024118423462,0.7222657799720764,0.6876697540283203,0.7863354086875916
3,0.7254687547683716,0.791581928730011,0.0010000000474974,0.6876242756843567,0.7354289293289185,0.7029734253883362,0.5256249904632568,0.7609645128250122,0.986301600933075,0.8898305296897888,0.0652173906564712
4,0.7392187714576721,0.8128851652145386,0.0010000000474974,0.6443004012107849,0.7427616715431213,0.7306729555130005,0.5862500071525574,0.6875786185264587,0.9962781667709352,0.5553405284881592,0.8913043737411499
5,0.7642187476158142,0.839926540851593,0.0010000000474974,0.596936047077179,0.7698463797569275,0.7527386546134949,0.6143749952316284,0.8296210765838623,0.9709545373916626,0.5685130953788757,0.9689440727233888
6,0.7848437428474426,0.8574647307395935,0.0010000000474974,0.5675385594367981,0.7893982529640198,0.7760563492774963,0.6818749904632568,0.7916229367256165,0.6921594142913818,0.8592233061790466,0.4397515654563904
7,0.8032031059265137,0.8802762031555176,0.0010000000474974,0.5281544327735901,0.8053320646286011,0.798904538154602,0.7165625095367432,0.8593600392341614,0.7177854776382446,0.6528925895690918,0.9322981238365172
8,0.8257031440734863,0.8997496366500854,0.0010000000474974,0.4956941306591034,0.827325701713562,0.8225352168083191,0.7068750262260437,0.8910567164421082,0.7787742018699646,0.9552845358848572,0.4378882050514221
9,0.8361718654632568,0.9134076237678528,0.0010000000474974,0.4712083041667938,0.8348151445388794,0.8375586867332458,0.71875,0.7988519072532654,0.6843373775482178,0.688829779624939,0.804347813129425
10,0.8515625,0.9221851825714112,0.0010000000474974,0.4530868232250213,0.8480620384216309,0.8560250401496887,0.7362499833106995,0.9025956392288208,0.7608373761177063,0.6636751890182495,0.9645962715148926
11,0.8603906035423279,0.9357516169548036,0.0010000000474974,0.4219322502613067,0.861359715461731,0.8585289716720581,0.8290625214576721,0.9275749325752258,0.4977099895477295,0.7738279104232788,0.9329192638397216
12,0.8719531297683716,0.9408873915672302,0.0010000000474974,0.4102497100830078,0.8715782761573792,0.8719874620437622,0.7621874809265137,0.9314329028129578,0.6915972232818604,0.6852902770042419,0.9751552939414978
13,0.8801562786102295,0.9481235146522522,0.0010000000474974,0.3898457288742065,0.8794935941696167,0.8805946707725525,0.8190624713897705,0.9325118064880372,0.4829041659832001,0.9478713870048524,0.6776397228240967
14,0.8885937333106995,0.9560055136680604,0.0010000000474974,0.367404580116272,0.8875702619552612,0.8895148634910583,0.7131249904632568,0.9279992580413818,0.7058393955230713,0.970108687877655,0.4434782564640045
15,0.8909375071525574,0.9590050578117372,0.0010000000474974,0.3600528240203857,0.8861738443374634,0.8967136144638062,0.7434375286102295,0.960970938205719,0.6959632635116577,0.6636250615119934,0.9937888383865356
16,0.8994531035423279,0.9634138345718384,0.0010000000474974,0.3458907306194305,0.8955200910568237,0.904068887233734,0.7043750286102295,0.960486114025116,0.8400919437408447,0.6302982568740845,0.9975154995918274
17,0.8982812762260437,0.9630927443504332,0.0010000000474974,0.3460392653942108,0.889348030090332,0.9093896746635436,0.8115624785423279,0.9631491899490356,0.5117784738540649,0.731281578540802,0.9888198971748352
18,0.9092968702316284,0.9689062833786012,0.0010000000474974,0.3267221450805664,0.9054117202758788,0.9137715101242064,0.8921874761581421,0.9648131132125854,0.3403452038764953,0.8911564350128174,0.8950310349464417
19,0.9135937690734864,0.9709081053733826,0.0010000000474974,0.3176156282424927,0.9070878028869628,0.92128324508667,0.9140625,0.9748992323875428,0.31916144490242,0.9232720136642456,0.904347836971283
