epoch,accuracy,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.6456360220909119,1.2365511655807495,0.8411704897880554,0.8579161167144775,0.45265376567840576,0.9729363918304443
1,0.8293301463127136,0.5328742861747742,0.9641407132148743,0.8782138228416443,0.3818027675151825,0.9715832471847534
2,0.8675575256347656,0.4108918011188507,0.9761502146720886,0.8768606185913086,0.407945841550827,0.981055498123169
3,0.8728010654449463,0.37122437357902527,0.9820703864097595,0.8822733163833618,0.37171050906181335,0.9824086427688599
4,0.8865020275115967,0.32726573944091797,0.9859607815742493,0.8876860737800598,0.40394654870033264,0.9797022938728333
